"Bank of Canada, money market and other interest rates 1"
"Frequency: Daily"
"Table: 10-10-0139-01 (formerly CANSIM 176-0048)"
"Release date: 2025-12-01"
"Geography: Canada"
""
""

,"Financial market statistics","Target rate"
"Geography","Reference period"
,,"Percent"
,"May 30, 2017","0.5000"
,"May 31, 2017","0.5000"
,"June 1, 2017","0.5000"
,"June 2, 2017","0.5000"
,"June 3, 2017",".."
,"June 4, 2017",".."
,"June 5, 2017","0.5000"
,"June 6, 2017","0.5000"
,"June 7, 2017","0.5000"
,"June 8, 2017","0.5000"
,"June 9, 2017","0.5000"
,"June 10, 2017",".."
,"June 11, 2017",".."
,"June 12, 2017","0.5000"
,"June 13, 2017","0.5000"
,"June 14, 2017","0.5000"
,"June 15, 2017","0.5000"
,"June 16, 2017","0.5000"
,"June 17, 2017",".."
,"June 18, 2017",".."
,"June 19, 2017","0.5000"
,"June 20, 2017","0.5000"
,"June 21, 2017","0.5000"
,"June 22, 2017","0.5000"
,"June 23, 2017","0.5000"
,"June 24, 2017",".."
,"June 25, 2017",".."
,"June 26, 2017","0.5000"
,"June 27, 2017","0.5000"
,"June 28, 2017","0.5000"
,"June 29, 2017","0.5000"
,"June 30, 2017","0.5000"
,"July 1, 2017",".."
,"July 2, 2017",".."
,"July 3, 2017","0.5000"
,"July 4, 2017","0.5000"
,"July 5, 2017","0.5000"
,"July 6, 2017","0.5000"
,"July 7, 2017","0.5000"
,"July 8, 2017",".."
,"July 9, 2017",".."
,"July 10, 2017","0.5000"
,"July 11, 2017","0.5000"
,"July 12, 2017","0.7500"
,"July 13, 2017","0.7500"
,"July 14, 2017","0.7500"
,"July 15, 2017",".."
,"July 16, 2017",".."
,"July 17, 2017","0.7500"
,"July 18, 2017","0.7500"
,"July 19, 2017","0.7500"
,"July 20, 2017","0.7500"
,"July 21, 2017","0.7500"
,"July 22, 2017",".."
,"July 23, 2017",".."
,"July 24, 2017","0.7500"
,"July 25, 2017","0.7500"
,"July 26, 2017","0.7500"
,"July 27, 2017","0.7500"
,"July 28, 2017","0.7500"
,"July 29, 2017",".."
,"July 30, 2017",".."
,"July 31, 2017","0.7500"
,"August 1, 2017","0.7500"
,"August 2, 2017","0.7500"
,"August 3, 2017","0.7500"
,"August 4, 2017","0.7500"
,"August 5, 2017",".."
,"August 6, 2017",".."
,"August 7, 2017","0.7500"
,"August 8, 2017","0.7500"
,"August 9, 2017","0.7500"
,"August 10, 2017","0.7500"
,"August 11, 2017","0.7500"
,"August 12, 2017",".."
,"August 13, 2017",".."
,"August 14, 2017","0.7500"
,"August 15, 2017","0.7500"
,"August 16, 2017","0.7500"
,"August 17, 2017","0.7500"
,"August 18, 2017","0.7500"
,"August 19, 2017",".."
,"August 20, 2017",".."
,"August 21, 2017","0.7500"
,"August 22, 2017","0.7500"
,"August 23, 2017","0.7500"
,"August 24, 2017","0.7500"
,"August 25, 2017","0.7500"
,"August 26, 2017",".."
,"August 27, 2017",".."
,"August 28, 2017","0.7500"
,"August 29, 2017","0.7500"
,"August 30, 2017","0.7500"
,"August 31, 2017","0.7500"
,"September 1, 2017","0.7500"
,"September 2, 2017",".."
,"September 3, 2017",".."
,"September 4, 2017","0.7500"
,"September 5, 2017","0.7500"
,"September 6, 2017","1.0000"
,"September 7, 2017","1.0000"
,"September 8, 2017","1.0000"
,"September 9, 2017",".."
,"September 10, 2017",".."
,"September 11, 2017","1.0000"
,"September 12, 2017","1.0000"
,"September 13, 2017","1.0000"
,"September 14, 2017","1.0000"
,"September 15, 2017","1.0000"
,"September 16, 2017",".."
,"September 17, 2017",".."
,"September 18, 2017","1.0000"
,"September 19, 2017","1.0000"
,"September 20, 2017","1.0000"
,"September 21, 2017","1.0000"
,"September 22, 2017","1.0000"
,"September 23, 2017",".."
,"September 24, 2017",".."
,"September 25, 2017","1.0000"
,"September 26, 2017","1.0000"
,"September 27, 2017","1.0000"
,"September 28, 2017","1.0000"
,"September 29, 2017","1.0000"
,"September 30, 2017",".."
,"October 1, 2017",".."
,"October 2, 2017","1.0000"
,"October 3, 2017","1.0000"
,"October 4, 2017","1.0000"
,"October 5, 2017","1.0000"
,"October 6, 2017","1.0000"
,"October 7, 2017",".."
,"October 8, 2017",".."
,"October 9, 2017","1.0000"
,"October 10, 2017","1.0000"
,"October 11, 2017","1.0000"
,"October 12, 2017","1.0000"
,"October 13, 2017","1.0000"
,"October 14, 2017",".."
,"October 15, 2017",".."
,"October 16, 2017","1.0000"
,"October 17, 2017","1.0000"
,"October 18, 2017","1.0000"
,"October 19, 2017","1.0000"
,"October 20, 2017","1.0000"
,"October 21, 2017",".."
,"October 22, 2017",".."
,"October 23, 2017","1.0000"
,"October 24, 2017","1.0000"
,"October 25, 2017","1.0000"
,"October 26, 2017","1.0000"
,"October 27, 2017","1.0000"
,"October 28, 2017",".."
,"October 29, 2017",".."
,"October 30, 2017","1.0000"
,"October 31, 2017","1.0000"
,"November 1, 2017","1.0000"
,"November 2, 2017","1.0000"
,"November 3, 2017","1.0000"
,"November 4, 2017",".."
,"November 5, 2017",".."
,"November 6, 2017","1.0000"
,"November 7, 2017","1.0000"
,"November 8, 2017","1.0000"
,"November 9, 2017","1.0000"
,"November 10, 2017","1.0000"
,"November 11, 2017",".."
,"November 12, 2017",".."
,"November 13, 2017","1.0000"
,"November 14, 2017","1.0000"
,"November 15, 2017","1.0000"
,"November 16, 2017","1.0000"
,"November 17, 2017","1.0000"
,"November 18, 2017",".."
,"November 19, 2017",".."
,"November 20, 2017","1.0000"
,"November 21, 2017","1.0000"
,"November 22, 2017","1.0000"
,"November 23, 2017","1.0000"
,"November 24, 2017","1.0000"
,"November 25, 2017",".."
,"November 26, 2017",".."
,"November 27, 2017","1.0000"
,"November 28, 2017","1.0000"
,"November 29, 2017","1.0000"
,"November 30, 2017","1.0000"
,"December 1, 2017","1.0000"
,"December 2, 2017",".."
,"December 3, 2017",".."
,"December 4, 2017","1.0000"
,"December 5, 2017","1.0000"
,"December 6, 2017","1.0000"
,"December 7, 2017","1.0000"
,"December 8, 2017","1.0000"
,"December 9, 2017",".."
,"December 10, 2017",".."
,"December 11, 2017","1.0000"
,"December 12, 2017","1.0000"
,"December 13, 2017","1.0000"
,"December 14, 2017","1.0000"
,"December 15, 2017","1.0000"
,"December 16, 2017",".."
,"December 17, 2017",".."
,"December 18, 2017","1.0000"
,"December 19, 2017","1.0000"
,"December 20, 2017","1.0000"
,"December 21, 2017","1.0000"
,"December 22, 2017","1.0000"
,"December 23, 2017",".."
,"December 24, 2017",".."
,"December 25, 2017","1.0000"
,"December 26, 2017","1.0000"
,"December 27, 2017","1.0000"
,"December 28, 2017","1.0000"
,"December 29, 2017","1.0000"
,"December 30, 2017",".."
,"December 31, 2017",".."
,"January 1, 2018","1.0000"
,"January 2, 2018","1.0000"
,"January 3, 2018","1.0000"
,"January 4, 2018","1.0000"
,"January 5, 2018","1.0000"
,"January 6, 2018",".."
,"January 7, 2018",".."
,"January 8, 2018","1.0000"
,"January 9, 2018","1.0000"
,"January 10, 2018","1.0000"
,"January 11, 2018","1.0000"
,"January 12, 2018","1.0000"
,"January 13, 2018",".."
,"January 14, 2018",".."
,"January 15, 2018","1.0000"
,"January 16, 2018","1.0000"
,"January 17, 2018","1.2500"
,"January 18, 2018","1.2500"
,"January 19, 2018","1.2500"
,"January 20, 2018",".."
,"January 21, 2018",".."
,"January 22, 2018","1.2500"
,"January 23, 2018","1.2500"
,"January 24, 2018","1.2500"
,"January 25, 2018","1.2500"
,"January 26, 2018","1.2500"
,"January 27, 2018",".."
,"January 28, 2018",".."
,"January 29, 2018","1.2500"
,"January 30, 2018","1.2500"
,"January 31, 2018","1.2500"
,"February 1, 2018","1.2500"
,"February 2, 2018","1.2500"
,"February 3, 2018",".."
,"February 4, 2018",".."
,"February 5, 2018","1.2500"
,"February 6, 2018","1.2500"
,"February 7, 2018","1.2500"
,"February 8, 2018","1.2500"
,"February 9, 2018","1.2500"
,"February 10, 2018",".."
,"February 11, 2018",".."
,"February 12, 2018","1.2500"
,"February 13, 2018","1.2500"
,"February 14, 2018","1.2500"
,"February 15, 2018","1.2500"
,"February 16, 2018","1.2500"
,"February 17, 2018",".."
,"February 18, 2018",".."
,"February 19, 2018","1.2500"
,"February 20, 2018","1.2500"
,"February 21, 2018","1.2500"
,"February 22, 2018","1.2500"
,"February 23, 2018","1.2500"
,"February 24, 2018",".."
,"February 25, 2018",".."
,"February 26, 2018","1.2500"
,"February 27, 2018","1.2500"
,"February 28, 2018","1.2500"
,"March 1, 2018","1.2500"
,"March 2, 2018","1.2500"
,"March 3, 2018",".."
,"March 4, 2018",".."
,"March 5, 2018","1.2500"
,"March 6, 2018","1.2500"
,"March 7, 2018","1.2500"
,"March 8, 2018","1.2500"
,"March 9, 2018","1.2500"
,"March 10, 2018",".."
,"March 11, 2018",".."
,"March 12, 2018","1.2500"
,"March 13, 2018","1.2500"
,"March 14, 2018","1.2500"
,"March 15, 2018","1.2500"
,"March 16, 2018","1.2500"
,"March 17, 2018",".."
,"March 18, 2018",".."
,"March 19, 2018","1.2500"
,"March 20, 2018","1.2500"
,"March 21, 2018","1.2500"
,"March 22, 2018","1.2500"
,"March 23, 2018","1.2500"
,"March 24, 2018",".."
,"March 25, 2018",".."
,"March 26, 2018","1.2500"
,"March 27, 2018","1.2500"
,"March 28, 2018","1.2500"
,"March 29, 2018","1.2500"
,"March 30, 2018","1.2500"
,"March 31, 2018",".."
,"April 1, 2018",".."
,"April 2, 2018","1.2500"
,"April 3, 2018","1.2500"
,"April 4, 2018","1.2500"
,"April 5, 2018","1.2500"
,"April 6, 2018","1.2500"
,"April 7, 2018",".."
,"April 8, 2018",".."
,"April 9, 2018","1.2500"
,"April 10, 2018","1.2500"
,"April 11, 2018","1.2500"
,"April 12, 2018","1.2500"
,"April 13, 2018","1.2500"
,"April 14, 2018",".."
,"April 15, 2018",".."
,"April 16, 2018","1.2500"
,"April 17, 2018","1.2500"
,"April 18, 2018","1.2500"
,"April 19, 2018","1.2500"
,"April 20, 2018","1.2500"
,"April 21, 2018",".."
,"April 22, 2018",".."
,"April 23, 2018","1.2500"
,"April 24, 2018","1.2500"
,"April 25, 2018","1.2500"
,"April 26, 2018","1.2500"
,"April 27, 2018","1.2500"
,"April 28, 2018",".."
,"April 29, 2018",".."
,"April 30, 2018","1.2500"
,"May 1, 2018","1.2500"
,"May 2, 2018","1.2500"
,"May 3, 2018","1.2500"
,"May 4, 2018","1.2500"
,"May 5, 2018",".."
,"May 6, 2018",".."
,"May 7, 2018","1.2500"
,"May 8, 2018","1.2500"
,"May 9, 2018","1.2500"
,"May 10, 2018","1.2500"
,"May 11, 2018","1.2500"
,"May 12, 2018",".."
,"May 13, 2018",".."
,"May 14, 2018","1.2500"
,"May 15, 2018","1.2500"
,"May 16, 2018","1.2500"
,"May 17, 2018","1.2500"
,"May 18, 2018","1.2500"
,"May 19, 2018",".."
,"May 20, 2018",".."
,"May 21, 2018","1.2500"
,"May 22, 2018","1.2500"
,"May 23, 2018","1.2500"
,"May 24, 2018","1.2500"
,"May 25, 2018","1.2500"
,"May 26, 2018",".."
,"May 27, 2018",".."
,"May 28, 2018","1.2500"
,"May 29, 2018","1.2500"
,"May 30, 2018","1.2500"
,"May 31, 2018","1.2500"
,"June 1, 2018","1.2500"
,"June 2, 2018",".."
,"June 3, 2018",".."
,"June 4, 2018","1.2500"
,"June 5, 2018","1.2500"
,"June 6, 2018","1.2500"
,"June 7, 2018","1.2500"
,"June 8, 2018","1.2500"
,"June 9, 2018",".."
,"June 10, 2018",".."
,"June 11, 2018","1.2500"
,"June 12, 2018","1.2500"
,"June 13, 2018","1.2500"
,"June 14, 2018","1.2500"
,"June 15, 2018","1.2500"
,"June 16, 2018",".."
,"June 17, 2018",".."
,"June 18, 2018","1.2500"
,"June 19, 2018","1.2500"
,"June 20, 2018","1.2500"
,"June 21, 2018","1.2500"
,"June 22, 2018","1.2500"
,"June 23, 2018",".."
,"June 24, 2018",".."
,"June 25, 2018","1.2500"
,"June 26, 2018","1.2500"
,"June 27, 2018","1.2500"
,"June 28, 2018","1.2500"
,"June 29, 2018","1.2500"
,"June 30, 2018",".."
,"July 1, 2018",".."
,"July 2, 2018","1.2500"
,"July 3, 2018","1.2500"
,"July 4, 2018","1.2500"
,"July 5, 2018","1.2500"
,"July 6, 2018","1.2500"
,"July 7, 2018",".."
,"July 8, 2018",".."
,"July 9, 2018","1.2500"
,"July 10, 2018","1.2500"
,"July 11, 2018","1.5000"
,"July 12, 2018","1.5000"
,"July 13, 2018","1.5000"
,"July 14, 2018",".."
,"July 15, 2018",".."
,"July 16, 2018","1.5000"
,"July 17, 2018","1.5000"
,"July 18, 2018","1.5000"
,"July 19, 2018","1.5000"
,"July 20, 2018","1.5000"
,"July 21, 2018",".."
,"July 22, 2018",".."
,"July 23, 2018","1.5000"
,"July 24, 2018","1.5000"
,"July 25, 2018","1.5000"
,"July 26, 2018","1.5000"
,"July 27, 2018","1.5000"
,"July 28, 2018",".."
,"July 29, 2018",".."
,"July 30, 2018","1.5000"
,"July 31, 2018","1.5000"
,"August 1, 2018","1.5000"
,"August 2, 2018","1.5000"
,"August 3, 2018","1.5000"
,"August 4, 2018",".."
,"August 5, 2018",".."
,"August 6, 2018","1.5000"
,"August 7, 2018","1.5000"
,"August 8, 2018","1.5000"
,"August 9, 2018","1.5000"
,"August 10, 2018","1.5000"
,"August 11, 2018",".."
,"August 12, 2018",".."
,"August 13, 2018","1.5000"
,"August 14, 2018","1.5000"
,"August 15, 2018","1.5000"
,"August 16, 2018","1.5000"
,"August 17, 2018","1.5000"
,"August 18, 2018",".."
,"August 19, 2018",".."
,"August 20, 2018","1.5000"
,"August 21, 2018","1.5000"
,"August 22, 2018","1.5000"
,"August 23, 2018","1.5000"
,"August 24, 2018","1.5000"
,"August 25, 2018",".."
,"August 26, 2018",".."
,"August 27, 2018","1.5000"
,"August 28, 2018","1.5000"
,"August 29, 2018","1.5000"
,"August 30, 2018","1.5000"
,"August 31, 2018","1.5000"
,"September 1, 2018",".."
,"September 2, 2018",".."
,"September 3, 2018","1.5000"
,"September 4, 2018","1.5000"
,"September 5, 2018","1.5000"
,"September 6, 2018","1.5000"
,"September 7, 2018","1.5000"
,"September 8, 2018",".."
,"September 9, 2018",".."
,"September 10, 2018","1.5000"
,"September 11, 2018","1.5000"
,"September 12, 2018","1.5000"
,"September 13, 2018","1.5000"
,"September 14, 2018","1.5000"
,"September 15, 2018",".."
,"September 16, 2018",".."
,"September 17, 2018","1.5000"
,"September 18, 2018","1.5000"
,"September 19, 2018","1.5000"
,"September 20, 2018","1.5000"
,"September 21, 2018","1.5000"
,"September 22, 2018",".."
,"September 23, 2018",".."
,"September 24, 2018","1.5000"
,"September 25, 2018","1.5000"
,"September 26, 2018","1.5000"
,"September 27, 2018","1.5000"
,"September 28, 2018","1.5000"
,"September 29, 2018",".."
,"September 30, 2018",".."
,"October 1, 2018","1.5000"
,"October 2, 2018","1.5000"
,"October 3, 2018","1.5000"
,"October 4, 2018","1.5000"
,"October 5, 2018","1.5000"
,"October 6, 2018",".."
,"October 7, 2018",".."
,"October 8, 2018","1.5000"
,"October 9, 2018","1.5000"
,"October 10, 2018","1.5000"
,"October 11, 2018","1.5000"
,"October 12, 2018","1.5000"
,"October 13, 2018",".."
,"October 14, 2018",".."
,"October 15, 2018","1.5000"
,"October 16, 2018","1.5000"
,"October 17, 2018","1.5000"
,"October 18, 2018","1.5000"
,"October 19, 2018","1.5000"
,"October 20, 2018",".."
,"October 21, 2018",".."
,"October 22, 2018","1.5000"
,"October 23, 2018","1.5000"
,"October 24, 2018","1.7500"
,"October 25, 2018","1.7500"
,"October 26, 2018","1.7500"
,"October 27, 2018",".."
,"October 28, 2018",".."
,"October 29, 2018","1.7500"
,"October 30, 2018","1.7500"
,"October 31, 2018","1.7500"
,"November 1, 2018","1.7500"
,"November 2, 2018","1.7500"
,"November 3, 2018",".."
,"November 4, 2018",".."
,"November 5, 2018","1.7500"
,"November 6, 2018","1.7500"
,"November 7, 2018","1.7500"
,"November 8, 2018","1.7500"
,"November 9, 2018","1.7500"
,"November 10, 2018",".."
,"November 11, 2018",".."
,"November 12, 2018","1.7500"
,"November 13, 2018","1.7500"
,"November 14, 2018","1.7500"
,"November 15, 2018","1.7500"
,"November 16, 2018","1.7500"
,"November 17, 2018",".."
,"November 18, 2018",".."
,"November 19, 2018","1.7500"
,"November 20, 2018","1.7500"
,"November 21, 2018","1.7500"
,"November 22, 2018","1.7500"
,"November 23, 2018","1.7500"
,"November 24, 2018",".."
,"November 25, 2018",".."
,"November 26, 2018","1.7500"
,"November 27, 2018","1.7500"
,"November 28, 2018","1.7500"
,"November 29, 2018","1.7500"
,"November 30, 2018","1.7500"
,"December 1, 2018",".."
,"December 2, 2018",".."
,"December 3, 2018","1.7500"
,"December 4, 2018","1.7500"
,"December 5, 2018","1.7500"
,"December 6, 2018","1.7500"
,"December 7, 2018","1.7500"
,"December 8, 2018",".."
,"December 9, 2018",".."
,"December 10, 2018","1.7500"
,"December 11, 2018","1.7500"
,"December 12, 2018","1.7500"
,"December 13, 2018","1.7500"
,"December 14, 2018","1.7500"
,"December 15, 2018",".."
,"December 16, 2018",".."
,"December 17, 2018","1.7500"
,"December 18, 2018","1.7500"
,"December 19, 2018","1.7500"
,"December 20, 2018","1.7500"
,"December 21, 2018","1.7500"
,"December 22, 2018",".."
,"December 23, 2018",".."
,"December 24, 2018","1.7500"
,"December 25, 2018","1.7500"
,"December 26, 2018","1.7500"
,"December 27, 2018","1.7500"
,"December 28, 2018","1.7500"
,"December 29, 2018",".."
,"December 30, 2018",".."
,"December 31, 2018","1.7500"
,"January 1, 2019","1.7500"
,"January 2, 2019","1.7500"
,"January 3, 2019","1.7500"
,"January 4, 2019","1.7500"
,"January 5, 2019",".."
,"January 6, 2019",".."
,"January 7, 2019","1.7500"
,"January 8, 2019","1.7500"
,"January 9, 2019","1.7500"
,"January 10, 2019","1.7500"
,"January 11, 2019","1.7500"
,"January 12, 2019",".."
,"January 13, 2019",".."
,"January 14, 2019","1.7500"
,"January 15, 2019","1.7500"
,"January 16, 2019","1.7500"
,"January 17, 2019","1.7500"
,"January 18, 2019","1.7500"
,"January 19, 2019",".."
,"January 20, 2019",".."
,"January 21, 2019","1.7500"
,"January 22, 2019","1.7500"
,"January 23, 2019","1.7500"
,"January 24, 2019","1.7500"
,"January 25, 2019","1.7500"
,"January 26, 2019",".."
,"January 27, 2019",".."
,"January 28, 2019","1.7500"
,"January 29, 2019","1.7500"
,"January 30, 2019","1.7500"
,"January 31, 2019","1.7500"
,"February 1, 2019","1.7500"
,"February 2, 2019",".."
,"February 3, 2019",".."
,"February 4, 2019","1.7500"
,"February 5, 2019","1.7500"
,"February 6, 2019","1.7500"
,"February 7, 2019","1.7500"
,"February 8, 2019","1.7500"
,"February 9, 2019",".."
,"February 10, 2019",".."
,"February 11, 2019","1.7500"
,"February 12, 2019","1.7500"
,"February 13, 2019","1.7500"
,"February 14, 2019","1.7500"
,"February 15, 2019","1.7500"
,"February 16, 2019",".."
,"February 17, 2019",".."
,"February 18, 2019","1.7500"
,"February 19, 2019","1.7500"
,"February 20, 2019","1.7500"
,"February 21, 2019","1.7500"
,"February 22, 2019","1.7500"
,"February 23, 2019",".."
,"February 24, 2019",".."
,"February 25, 2019","1.7500"
,"February 26, 2019","1.7500"
,"February 27, 2019","1.7500"
,"February 28, 2019","1.7500"
,"March 1, 2019","1.7500"
,"March 2, 2019",".."
,"March 3, 2019",".."
,"March 4, 2019","1.7500"
,"March 5, 2019","1.7500"
,"March 6, 2019","1.7500"
,"March 7, 2019","1.7500"
,"March 8, 2019","1.7500"
,"March 9, 2019",".."
,"March 10, 2019",".."
,"March 11, 2019","1.7500"
,"March 12, 2019","1.7500"
,"March 13, 2019","1.7500"
,"March 14, 2019","1.7500"
,"March 15, 2019","1.7500"
,"March 16, 2019",".."
,"March 17, 2019",".."
,"March 18, 2019","1.7500"
,"March 19, 2019","1.7500"
,"March 20, 2019","1.7500"
,"March 21, 2019","1.7500"
,"March 22, 2019","1.7500"
,"March 23, 2019",".."
,"March 24, 2019",".."
,"March 25, 2019","1.7500"
,"March 26, 2019","1.7500"
,"March 27, 2019","1.7500"
,"March 28, 2019","1.7500"
,"March 29, 2019","1.7500"
,"March 30, 2019",".."
,"March 31, 2019",".."
,"April 1, 2019","1.7500"
,"April 2, 2019","1.7500"
,"April 3, 2019","1.7500"
,"April 4, 2019","1.7500"
,"April 5, 2019","1.7500"
,"April 6, 2019",".."
,"April 7, 2019",".."
,"April 8, 2019","1.7500"
,"April 9, 2019","1.7500"
,"April 10, 2019","1.7500"
,"April 11, 2019","1.7500"
,"April 12, 2019","1.7500"
,"April 13, 2019",".."
,"April 14, 2019",".."
,"April 15, 2019","1.7500"
,"April 16, 2019","1.7500"
,"April 17, 2019","1.7500"
,"April 18, 2019","1.7500"
,"April 19, 2019","1.7500"
,"April 20, 2019",".."
,"April 21, 2019",".."
,"April 22, 2019","1.7500"
,"April 23, 2019","1.7500"
,"April 24, 2019","1.7500"
,"April 25, 2019","1.7500"
,"April 26, 2019","1.7500"
,"April 27, 2019",".."
,"April 28, 2019",".."
,"April 29, 2019","1.7500"
,"April 30, 2019","1.7500"
,"May 1, 2019","1.7500"
,"May 2, 2019","1.7500"
,"May 3, 2019","1.7500"
,"May 4, 2019",".."
,"May 5, 2019",".."
,"May 6, 2019","1.7500"
,"May 7, 2019","1.7500"
,"May 8, 2019","1.7500"
,"May 9, 2019","1.7500"
,"May 10, 2019","1.7500"
,"May 11, 2019",".."
,"May 12, 2019",".."
,"May 13, 2019","1.7500"
,"May 14, 2019","1.7500"
,"May 15, 2019","1.7500"
,"May 16, 2019","1.7500"
,"May 17, 2019","1.7500"
,"May 18, 2019",".."
,"May 19, 2019",".."
,"May 20, 2019","1.7500"
,"May 21, 2019","1.7500"
,"May 22, 2019","1.7500"
,"May 23, 2019","1.7500"
,"May 24, 2019","1.7500"
,"May 25, 2019",".."
,"May 26, 2019",".."
,"May 27, 2019","1.7500"
,"May 28, 2019","1.7500"
,"May 29, 2019","1.7500"
,"May 30, 2019","1.7500"
,"May 31, 2019","1.7500"
,"June 1, 2019",".."
,"June 2, 2019",".."
,"June 3, 2019","1.7500"
,"June 4, 2019","1.7500"
,"June 5, 2019","1.7500"
,"June 6, 2019","1.7500"
,"June 7, 2019","1.7500"
,"June 8, 2019",".."
,"June 9, 2019",".."
,"June 10, 2019","1.7500"
,"June 11, 2019","1.7500"
,"June 12, 2019","1.7500"
,"June 13, 2019","1.7500"
,"June 14, 2019","1.7500"
,"June 15, 2019",".."
,"June 16, 2019",".."
,"June 17, 2019","1.7500"
,"June 18, 2019","1.7500"
,"June 19, 2019","1.7500"
,"June 20, 2019","1.7500"
,"June 21, 2019","1.7500"
,"June 22, 2019",".."
,"June 23, 2019",".."
,"June 24, 2019","1.7500"
,"June 25, 2019","1.7500"
,"June 26, 2019","1.7500"
,"June 27, 2019","1.7500"
,"June 28, 2019","1.7500"
,"June 29, 2019",".."
,"June 30, 2019",".."
,"July 1, 2019","1.7500"
,"July 2, 2019","1.7500"
,"July 3, 2019","1.7500"
,"July 4, 2019","1.7500"
,"July 5, 2019","1.7500"
,"July 6, 2019",".."
,"July 7, 2019",".."
,"July 8, 2019","1.7500"
,"July 9, 2019","1.7500"
,"July 10, 2019","1.7500"
,"July 11, 2019","1.7500"
,"July 12, 2019","1.7500"
,"July 13, 2019",".."
,"July 14, 2019",".."
,"July 15, 2019","1.7500"
,"July 16, 2019","1.7500"
,"July 17, 2019","1.7500"
,"July 18, 2019","1.7500"
,"July 19, 2019","1.7500"
,"July 20, 2019",".."
,"July 21, 2019",".."
,"July 22, 2019","1.7500"
,"July 23, 2019","1.7500"
,"July 24, 2019","1.7500"
,"July 25, 2019","1.7500"
,"July 26, 2019","1.7500"
,"July 27, 2019",".."
,"July 28, 2019",".."
,"July 29, 2019","1.7500"
,"July 30, 2019","1.7500"
,"July 31, 2019","1.7500"
,"August 1, 2019","1.7500"
,"August 2, 2019","1.7500"
,"August 3, 2019",".."
,"August 4, 2019",".."
,"August 5, 2019","1.7500"
,"August 6, 2019","1.7500"
,"August 7, 2019","1.7500"
,"August 8, 2019","1.7500"
,"August 9, 2019","1.7500"
,"August 10, 2019",".."
,"August 11, 2019",".."
,"August 12, 2019","1.7500"
,"August 13, 2019","1.7500"
,"August 14, 2019","1.7500"
,"August 15, 2019","1.7500"
,"August 16, 2019","1.7500"
,"August 17, 2019",".."
,"August 18, 2019",".."
,"August 19, 2019","1.7500"
,"August 20, 2019","1.7500"
,"August 21, 2019","1.7500"
,"August 22, 2019","1.7500"
,"August 23, 2019","1.7500"
,"August 24, 2019",".."
,"August 25, 2019",".."
,"August 26, 2019","1.7500"
,"August 27, 2019","1.7500"
,"August 28, 2019","1.7500"
,"August 29, 2019","1.7500"
,"August 30, 2019","1.7500"
,"August 31, 2019",".."
,"September 1, 2019",".."
,"September 2, 2019","1.7500"
,"September 3, 2019","1.7500"
,"September 4, 2019","1.7500"
,"September 5, 2019","1.7500"
,"September 6, 2019","1.7500"
,"September 7, 2019",".."
,"September 8, 2019",".."
,"September 9, 2019","1.7500"
,"September 10, 2019","1.7500"
,"September 11, 2019","1.7500"
,"September 12, 2019","1.7500"
,"September 13, 2019","1.7500"
,"September 14, 2019",".."
,"September 15, 2019",".."
,"September 16, 2019","1.7500"
,"September 17, 2019","1.7500"
,"September 18, 2019","1.7500"
,"September 19, 2019","1.7500"
,"September 20, 2019","1.7500"
,"September 21, 2019",".."
,"September 22, 2019",".."
,"September 23, 2019","1.7500"
,"September 24, 2019","1.7500"
,"September 25, 2019","1.7500"
,"September 26, 2019","1.7500"
,"September 27, 2019","1.7500"
,"September 28, 2019",".."
,"September 29, 2019",".."
,"September 30, 2019","1.7500"
,"October 1, 2019","1.7500"
,"October 2, 2019","1.7500"
,"October 3, 2019","1.7500"
,"October 4, 2019","1.7500"
,"October 5, 2019",".."
,"October 6, 2019",".."
,"October 7, 2019","1.7500"
,"October 8, 2019","1.7500"
,"October 9, 2019","1.7500"
,"October 10, 2019","1.7500"
,"October 11, 2019","1.7500"
,"October 12, 2019",".."
,"October 13, 2019",".."
,"October 14, 2019","1.7500"
,"October 15, 2019","1.7500"
,"October 16, 2019","1.7500"
,"October 17, 2019","1.7500"
,"October 18, 2019","1.7500"
,"October 19, 2019",".."
,"October 20, 2019",".."
,"October 21, 2019","1.7500"
,"October 22, 2019","1.7500"
,"October 23, 2019","1.7500"
,"October 24, 2019","1.7500"
,"October 25, 2019","1.7500"
,"October 26, 2019",".."
,"October 27, 2019",".."
,"October 28, 2019","1.7500"
,"October 29, 2019","1.7500"
,"October 30, 2019","1.7500"
,"October 31, 2019","1.7500"
,"November 1, 2019","1.7500"
,"November 2, 2019",".."
,"November 3, 2019",".."
,"November 4, 2019","1.7500"
,"November 5, 2019","1.7500"
,"November 6, 2019","1.7500"
,"November 7, 2019","1.7500"
,"November 8, 2019","1.7500"
,"November 9, 2019",".."
,"November 10, 2019",".."
,"November 11, 2019","1.7500"
,"November 12, 2019","1.7500"
,"November 13, 2019","1.7500"
,"November 14, 2019","1.7500"
,"November 15, 2019","1.7500"
,"November 16, 2019",".."
,"November 17, 2019",".."
,"November 18, 2019","1.7500"
,"November 19, 2019","1.7500"
,"November 20, 2019","1.7500"
,"November 21, 2019","1.7500"
,"November 22, 2019","1.7500"
,"November 23, 2019",".."
,"November 24, 2019",".."
,"November 25, 2019","1.7500"
,"November 26, 2019","1.7500"
,"November 27, 2019","1.7500"
,"November 28, 2019","1.7500"
,"November 29, 2019","1.7500"
,"November 30, 2019",".."
,"December 1, 2019",".."
